# latent_filename	original_filename	quality_rank
56f26ec14f54622346381b92a2cf2670caef5746a31b4759c92475772e429c44_latent.pt	00002667.jpg	275
3f767b26a372c8b0fabff503363ef901263d192d74941569d9bf16affb8f4aee_latent.pt	00000837.jpg	276
49678fb4372d4844a1eeac0fa9b77c60467c83c459284ba758f215bd559c560c_latent.pt	00004225.jpg	277
562725168460bf417645be81b394919c1db3dcde790b43ede1da688ed309ab1c_latent.pt	00001215.jpg	278
ac8ce9d866e9f2b541c691ca1130e472310e4d74e1bb748b6397068c963aa595_latent.pt	00004871.jpg	279
e33fe1a17640240ed6602aa918fb0f63805130b3b5fd8a5f6dad8b7df3ebf377_latent.pt	00000977.jpg	280
2b1faf7ad27c34459de92564f1eda1d89220b671cd5fc0ba775562e19ef48ef3_latent.pt	00004817.jpg	281
187c01510796343cf5530f02936f3e3aa94c927d99b8eba929c2835f036b3b5e_latent.pt	00002516.jpg	282
3d7367b70d0f405771ecf32170d2345ec47c7766431f3ab381e9e64e6b989b6f_latent.pt	00003338.jpg	283
cfb51ebe5fc1cd1482a9a65716dad756b1374b3bc507a712e416947eeb51a058_latent.pt	00000004.jpg	284
68bc60c1a22246e104195d5dd533dc1298db68a955b8e04743d2e4d67056e99e_latent.pt	00003903.jpg	285
64c9c8f2da39d2fd93b1817d5d58617d26d25c2a721bde75b5d57620ab391b7d_latent.pt	00002608.jpg	286
cae3042e8102b88ef525da40ea0b48d44669c0206afa4d35d271b78aec951ee7_latent.pt	00001136.jpg	287
3b6567b4b22eed49aeb0fca76508a205657080639b1523ea2c67388f3d52a3a9_latent.pt	00002704.jpg	288
2c0258443180ba9c91ce6b781a408a6fd0fc798933373b620d21c1c9762432b7_latent.pt	00000670.jpg	289
b760c2912f98aa0a105a1e587325399b8d45460f1673caceb7aa68eecb8c3d67_latent.pt	00002124.jpg	290
8d5d1f0825e03d99344e145e73e94f8278dff66b8e8a82760db155c2f0c628d2_latent.pt	00000992.jpg	291
363d8e5c5b402df093ebac192207d8504906ffd5a8615b6d6064a43fb80258f0_latent.pt	00000139.jpg	292
b82fb04275aeee99e7cf200cf7cf256863a520c84d4068d46dd7dffec3313200_latent.pt	00002828.jpg	293
b84e4281f58ee0acd0a3ed1ee429cd2760aef647ce1d042492288f77b9413dcd_latent.pt	00000868.jpg	294
f2db7b54d98db146cc7a6514e960cf4bc7d98d6f9ec28eadf9cf1b734c49eba3_latent.pt	00002682.jpg	295
055303037c8070e5ea8c6c17b5433e8f40bd37aa4bbb61834a73e863c4cb17ea_latent.pt	00003300.jpg	296
23fc62094645126407bc82d5811aeaabaade426c3e1511c23c59bd69ce524cf5_latent.pt	00003912.jpg	297
f3afe1b31e4835c248f719b64c3221eadb2605cb49760f5cf448965175f9f826_latent.pt	00002142.jpg	298
c3fdb6b8758110ea7e70a07bd56df5e2aaaf54c9917a45c04cfe57240051c85c_latent.pt	00004081.jpg	299
6303e04ed47aa049063b8b0ad958850a5c6875c29be7222269feb384838d2f35_latent.pt	00000601.jpg	300
2042eb2f4764eb0710d1ded786ecac10905e6311fe2322f1252290b926ad8c28_latent.pt	00004594.jpg	304
d204d003f11eca51d66b9801f225c0272dcd4aa182dd6b53566262b4080e0b83_latent.pt	00004375.jpg	305
6692a2496278e04a53d1e699783766c2b6c7994fb2e7e28842e360f093c4af72_latent.pt	00002114.jpg	309
c1394c6fbb9fb969a11825bcc4eef444baaa28eeb835802737e010e7af321349_latent.pt	00003850.jpg	318
d33c0f27f4af8eafc78ca287fc795195ecf418de6685c2508e522733866da661_latent.pt	00004604.jpg	332
c1ec2ae3b9e5eb6560d82860985064763e406f46cae850c99a5b234af7bdce7e_latent.pt	00004527.jpg	333
f872dbd8276e3ab71a692a57efb40627760c57f8eb4a49747039697eea58ba72_latent.pt	00000555.jpg	340
6e14051c3e8081d80ad6bf79e0e27496f290a55880a62564b3a763df6d201db5_latent.pt	00002044.jpg	349
c39a77463e458f111ab9f37c0183a5b3e4da564c3700dfe4722b41eeb406cb0d_latent.pt	00002463.jpg	369
2495094a91486dc4fdfab5ca8f367cbd4c5bc8745cfdb38c7fb17e6a10093f5f_latent.pt	00001308.jpg	376
5ba56098f878aab8194732bfba9e82e9e52cffb02300ddf709952c2aa33b58d4_latent.pt	00004977.jpg	387
a163cca405d28690b03413767ee658218011c19cd6f6efce3afdcf90edab71de_latent.pt	00000923.jpg	416
87d13b0c4f2eb37852ff87516d19f7ebb4f08333d9933ca9ebc6f4deb4e390c4_latent.pt	00000860.jpg	419
35ae13b6d6d26f1bdc738d145390dfc32ba620e5703aa599e6983c0d2e843909_latent.pt	00000305.jpg	420
256ec6e30bf607ed7ca54d8f67895d7c526c978ba43f568c79a526c9db5351f3_latent.pt	00003635.jpg	424
d8fc3d5e3ef02619f959b3334f28361536bf0c19133ff5024a4bd949106cc4d5_latent.pt	00002641.jpg	431
479fa8369bc235e55789ba53da080c49548db2879baa0af7412b73d3ef112517_latent.pt	00002873.jpg	438
09f5587cfbf003dcec20aa83903e75376fb10c887106e8650f3216c2cd696a2c_latent.pt	00004442.jpg	445
285ffb0defa16f4a8b4b3a1957665c2ef1bdea37bacdd87acbe01ca56a33c935_latent.pt	00002947.jpg	451
609872476805d992feda8407ded3a26b0d2af0d4e5329d23ab372a7d3b637694_latent.pt	00002517.jpg	457
9e29443353d1349c5bb26ecd71051ab3f72c58a950c53d812c91513459c05c41_latent.pt	00000284.jpg	471
bbac7a3f21942ee681693916589e2d54685cc8079ca0099fa4a8b4c4a04281c2_latent.pt	00004811.jpg	485
0f08c71dd881a72650b89db80b37f9c7b089dcbbe6f042d62bbc673556b4b9d8_latent.pt	00000997.jpg	503
2f6795271f97b7a06d7b4827b9cfee75b3954ca963f2bad936b63fe8603d6a15_latent.pt	00001464.jpg	505
3ebdc6b277b0960954a6339d38f2a3aaeff335fe81696ddb7f94aafeb3234805_latent.pt	00003876.jpg	514
63399ae0b03af113311e1d5189ca630dbeea43a88b5f15ca81620b3c54491038_latent.pt	00000029.jpg	566
f84568a654f9798abe073fc82f2bc80b9d0a5002205fe0f85c2ceea1b2f85548_latent.pt	00001069.jpg	575
a79f8341ab593ab1b664c4564ce96f26005972a4c24ad58bab7f16c8e12171f2_latent.pt	00001477.jpg	589
bbd66e1419ec8a07b8c0f7193e6f6e48511ec26ff2d3c45f898a3dc3a8229360_latent.pt	00000092.jpg	591
65a9ef8c2f2269dd447d2bfdfa88de254ced8bcf22c03831f2c7af7d5ba60750_latent.pt	00002497.jpg	592
f0e4a9fee3fb17bffc0b15b68211de72470b7864b7c6473528a3284a9ac83fcf_latent.pt	00003740.jpg	602
a088ef312d6047fdd4896a7fd14443f27b8e465cbaebdfef9b2a149dc27e6bd0_latent.pt	00001784.jpg	642
95e5ca002ee4a9d9f983bd06d34cd692bb09d6946acdda57942039df62f97303_latent.pt	00001387.jpg	686
fe3741197e7eb8e8ca9a26c270a9f48cbe55e444e24a293b67ea31edb898b396_latent.pt	00000070.jpg	702
30eed992ee2dda2f7212db0183806e254de77de4b1bde6fb78101fed864ef8ff_latent.pt	00004651.jpg	712
4b5a0b1c5e120143773db16b3498a401afeb0b53166195c2f0440078c666c044_latent.pt	00001739.jpg	717
b5e0d4284e4ab27c5925b21ad8f70a42c3240fdc83bdc37890138573fdb711eb_latent.pt	00001608.jpg	741
4b8699caad60ac484128c078d086d20b0cef88a613501e493efcfece75fb87b8_latent.pt	00002098.jpg	756
442c02577a472fe18598fac9da36a057774e56c767bf2bec1131e065a21ffc26_latent.pt	00001525.jpg	784
5e54544924e9ab2ae0e683e919340092020f0ce529999d54a2d64d1e95552291_latent.pt	00002899.jpg	1000000
