stem,status,shape_match,original_path,reconstruction_path,original_shape,reconstruction_shape,mse,rmse,mae,max_abs_diff,p95_abs_diff,psnr_db,ssim,pixel_equal_ratio
Places365_val_00000208,ok,True,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_20260714_001150\reference_sent_image_candidate\Places365_val_00000208.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_20260714_001150\reconstructions\Places365_val_00000208_recon.png,256x256x3,256x256x3,6657.337890625,81.5925112410753,68.99115753173828,255.0,156.0,9.897797609073926,0.14531106697392954,0.0
