stem,status,shape_match,original_path,reconstruction_path,original_shape,reconstruction_shape,mse,rmse,mae,max_abs_diff,p95_abs_diff,psnr_db,ssim,pixel_equal_ratio
Places365_val_00000462,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000462.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000462_recon.png,256x256x3,256x256x3,548.1557006835938,23.412725187034372,17.93561363220215,189.0,46.0,20.74176425844741,0.9673477418674085,0.0
Places365_val_00000463,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000463.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000463_recon.png,256x256x3,256x256x3,166.81996154785156,12.915880208017244,9.14673900604248,114.0,27.0,25.908323441142286,0.9799391405990737,7.62939453125e-05
Places365_val_00000464,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000464.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000464_recon.png,256x256x3,256x256x3,253.6374053955078,15.925997783357493,12.400181770324707,129.0,30.0,24.088670589810302,0.9358912405862468,0.000213623046875
Places365_val_00000465,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000465.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000465_recon.png,256x256x3,256x256x3,282.1796875,16.798204889213608,10.935261726379395,147.0,36.0,23.625546126975067,0.8828874110910554,0.0001220703125
Places365_val_00000466,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000466.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000466_recon.png,256x256x3,256x256x3,444.3187561035156,21.078869896261413,13.988078117370605,144.0,47.0,21.653857142929652,0.924050447789066,6.103515625e-05
Places365_val_00000467,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000467.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000467_recon.png,256x256x3,256x256x3,257.5032043457031,16.046906379290157,11.657252311706543,121.0,33.0,24.022977231373087,0.9768962889043101,0.0008087158203125
Places365_val_00000468,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000468.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000468_recon.png,256x256x3,256x256x3,614.5997924804688,24.791123259757086,17.914505004882812,162.0,52.0,20.244879515869954,0.9317096846944561,0.0001220703125
Places365_val_00000469,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000469.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000469_recon.png,256x256x3,256x256x3,455.5628356933594,21.343918002404322,16.031951904296875,145.0,44.0,21.545320732739114,0.9212096128243203,6.103515625e-05
Places365_val_00000470,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000470.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000470_recon.png,256x256x3,256x256x3,478.85888671875,21.88284457557449,16.56803321838379,162.0,43.0,21.32872809349746,0.8964354215394417,0.0
Places365_val_00000471,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000471.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000471_recon.png,256x256x3,256x256x3,575.79052734375,23.995635589493144,16.630691528320312,191.0,52.0,20.528158450917,0.92430189802443,1.52587890625e-05
Places365_val_00000472,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000472.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000472_recon.png,256x256x3,256x256x3,608.416015625,24.666090400081647,18.80938148498535,168.0,51.0,20.288797231956696,0.9213373815107506,1.52587890625e-05
Places365_val_00000473,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000473.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000473_recon.png,256x256x3,256x256x3,606.84814453125,24.634287985067683,18.36823081970215,150.0,51.0,20.300003324664246,0.9106458126163062,0.000152587890625
Places365_val_00000474,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000474.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000474_recon.png,256x256x3,256x256x3,348.7967224121094,18.676100299904938,12.821345329284668,150.0,40.0,22.705079655850835,0.9406261780234236,7.62939453125e-05
Places365_val_00000475,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000475.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000475_recon.png,256x256x3,256x256x3,161.54217529296875,12.70992428352619,10.402252197265625,57.0,24.0,26.04794434165041,0.9862955761514195,1.52587890625e-05
Places365_val_00000476,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000476.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000476_recon.png,256x256x3,256x256x3,395.40625,19.884824615771695,14.25989818572998,139.0,42.0,22.160368311480727,0.9391259287371311,6.103515625e-05
Places365_val_00000477,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000477.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000477_recon.png,256x256x3,256x256x3,754.5703735351562,27.46944436160215,20.30316734313965,165.0,58.0,19.35380611239066,0.8987710474500986,6.103515625e-05
Places365_val_00000478,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000478.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000478_recon.png,256x256x3,256x256x3,535.4561157226562,23.139924712985913,17.305334091186523,153.0,46.0,20.843564776336798,0.9338583950475744,6.103515625e-05
Places365_val_00000479,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000479.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000479_recon.png,256x256x3,256x256x3,408.485595703125,20.211026587066897,14.73084545135498,133.0,43.0,22.019036141168414,0.9512992884825094,9.1552734375e-05
Places365_val_00000480,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000480.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000480_recon.png,256x256x3,256x256x3,933.2643432617188,30.549375497082075,23.54184913635254,157.0,62.0,18.430756875826688,0.7588966806340679,1.52587890625e-05
Places365_val_00000481,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000481.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000481_recon.png,256x256x3,256x256x3,290.0269775390625,17.03017843532658,11.529266357421875,213.0,36.0,23.506419641709247,0.9731034303159422,0.0005035400390625
Places365_val_00000482,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000482.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000482_recon.png,256x256x3,256x256x3,557.7507934570312,23.616748155853955,18.03369140625,134.0,49.0,20.666401640836796,0.9143488946768408,4.57763671875e-05
Places365_val_00000483,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000483.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000483_recon.png,256x256x3,256x256x3,466.914306640625,21.608199986130845,15.070404052734375,186.0,47.0,21.438431795910198,0.9683703275641978,0.0012664794921875
Places365_val_00000484,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000484.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000484_recon.png,256x256x3,256x256x3,896.9312133789062,29.948809882512965,21.682077407836914,193.0,64.0,18.603212230584464,0.9078749970692424,1.52587890625e-05
Places365_val_00000485,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000485.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000485_recon.png,256x256x3,256x256x3,544.7306518554688,23.339465543483826,16.28035545349121,206.0,50.0,20.768985472669762,0.9301265683849246,0.000152587890625
Places365_val_00000486,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000486.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000486_recon.png,256x256x3,256x256x3,290.57147216796875,17.046157108508908,11.787968635559082,146.0,38.0,23.498273871350932,0.9547561596147076,6.103515625e-05
Places365_val_00000487,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000487.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000487_recon.png,256x256x3,256x256x3,468.903076171875,21.65416994880836,15.638249397277832,169.0,47.0,21.419972789925957,0.7838862724984162,3.0517578125e-05
Places365_val_00000488,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000488.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000488_recon.png,256x256x3,256x256x3,239.218505859375,15.466690203769357,12.060832023620605,110.0,30.0,24.342855873837614,0.9774606554033075,9.1552734375e-05
Places365_val_00000489,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000489.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000489_recon.png,256x256x3,256x256x3,765.2828979492188,27.66374699763607,20.160858154296875,193.0,58.0,19.292583527642172,0.9489404712456749,0.025421142578125
Places365_val_00000490,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000490.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000490_recon.png,256x256x3,256x256x3,677.3046875,26.02507804983493,21.471094131469727,144.0,41.0,19.822962795796663,0.9460635326213919,1.52587890625e-05
Places365_val_00000491,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000491.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000491_recon.png,256x256x3,256x256x3,712.5234375,26.693134651067115,18.468521118164062,194.0,58.0,19.6028120641963,0.9118345142241439,7.62939453125e-05
Places365_val_00000492,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000492.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000492_recon.png,256x256x3,256x256x3,458.0389709472656,21.401845036053917,17.569936752319336,151.0,40.0,21.521779305772952,0.9526006822747211,3.0517578125e-05
Places365_val_00000493,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000493.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000493_recon.png,256x256x3,256x256x3,625.1475219726562,25.00295026537181,18.59824562072754,156.0,53.0,20.170978468538735,0.8920640267463414,3.0517578125e-05
Places365_val_00000494,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000494.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000494_recon.png,256x256x3,256x256x3,1579.08837890625,39.73774501536606,30.8502254486084,191.0,80.0,16.146739234516488,0.6507612437764583,1.52587890625e-05
Places365_val_00000495,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000495.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000495_recon.png,256x256x3,256x256x3,227.12730407714844,15.070743315349393,10.519134521484375,110.0,33.0,24.568110148592893,0.9687498448520508,0.0003814697265625
Places365_val_00000496,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000496.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000496_recon.png,256x256x3,256x256x3,394.6036071777344,19.864632067514727,13.864644050598145,144.0,43.0,22.169193099308938,0.9464984392992456,0.0001220703125
Places365_val_00000497,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000497.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000497_recon.png,256x256x3,256x256x3,1041.7352294921875,32.27592337164326,23.451303482055664,191.0,69.0,17.95323009449671,0.8412459633836712,6.103515625e-05
Places365_val_00000498,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000498.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000498_recon.png,256x256x3,256x256x3,383.2440490722656,19.576619960357448,14.365432739257812,130.0,41.0,22.296049409165597,0.9380807066105541,0.0001220703125
Places365_val_00000499,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000499.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000499_recon.png,256x256x3,256x256x3,342.5924072265625,18.509251935898504,12.967803955078125,173.0,39.0,22.78302627270954,0.9267013926030867,7.62939453125e-05
Places365_val_00000500,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000500.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000500_recon.png,256x256x3,256x256x3,246.6848907470703,15.706205485319181,10.531941413879395,192.0,33.0,24.209378107544346,0.9629715839408478,0.00048828125
Places365_val_00000501,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000501.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000501_recon.png,256x256x3,256x256x3,248.0519561767578,15.749665271895712,10.958409309387207,142.0,34.0,24.185377045675796,0.9683902043781638,0.007232666015625
Places365_val_00000502,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000502.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000502_recon.png,256x256x3,256x256x3,473.4471740722656,21.758841285148105,16.662673950195312,150.0,44.0,21.378088322039545,0.9031804624798765,1.52587890625e-05
Places365_val_00000503,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000503.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000503_recon.png,256x256x3,256x256x3,263.5956115722656,16.23562784656835,12.421951293945312,120.0,32.0,23.921421851652624,0.9817196401269976,0.0014801025390625
Places365_val_00000504,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000504.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000504_recon.png,256x256x3,256x256x3,289.2208251953125,17.0064936184774,14.015009880065918,90.0,31.0,23.51850799970911,0.97708286739514,0.000396728515625
Places365_val_00000505,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000505.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000505_recon.png,256x256x3,256x256x3,319.7373046875,17.88119975525971,11.538655281066895,163.0,40.0,23.082870512312812,0.968976781418516,0.0032958984375
Places365_val_00000506,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000506.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000506_recon.png,256x256x3,256x256x3,537.5730590820312,23.185621817886,17.27146339416504,169.0,47.0,20.82642865303524,0.9269444578058585,1.52587890625e-05
Places365_val_00000507,ok,True,E:\Main\Career\集创赛\jscc-test\smallTest\Places365_val_00000507.jpg,Semantic-Communication\session_bootstrap\reports\reconstruction_error_audit_tvm_current_300_20260714_153238\reconstructions\Places365_val_00000507_recon.png,256x256x3,256x256x3,1172.43212890625,34.24079626565729,25.86885643005371,176.0,72.0,17.439926496894472,0.8476248102554717,4.57763671875e-05
